orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
41,2749.815126,2750.94686,2,speech,"Cinemaలు చేస్తాం art filmsఉ",0001,NULL,"We make cinemas, art films."
42,2750.98657,2751.17661,1,speech,hmm,1,NULL,
43,2751.17661,2752.97774,2,speech,"మాకేం ఇవ్వరు ఇవ్వరు అంటే మేము ముందే చెప్పేస్తాం",0100000,NULL,"They will not give anything to us means we will tell them in advance."
44,2752.97774,2753.301093,1,overlap,NULL,NULL,NULL,NULL
45,2753.301093,2753.76343,2,speech,"నెస్ అది",10,NULL,"That's it"
46,2753.800304,2754.018708,1,speech,hmm,1,NULL,
47,2754.018708,2754.985929,2,speech,"but  అది మంచి వేషం అయి",000001,NULL,"But it's a good costume"
48,2755.127751,2755.303609,1,speech,hmm,1,NULL,
49,2755.303609,2758.599535,2,speech,"మంచి వేషం చేస్తున్నప్పుడే మాకు ఆ అద్భుతమైన తృప్తి ఒచ్చేస్తది",NULL,NULL,"While doing good dressing, it gives us that great satisfaction."
50,2758.599535,2758.883178,1,speech,అర్ధమైంది,NULL,NULL,Understood.
51,2758.883178,2762.630096,2,speech,"చలో ఈ ఇదంతా bonus ఎ పైసల్ ఇస్తే bonusఉ success అయితే bonusఉ",01001000000,NULL,"Let's go, it's all bonus. If you give money, it's bonus. If you gets success it's bonus."
52,2762.630096,2763.115124,1,speech,hmm,1,NULL,
53,2763.571789,2765.937368,2,speech,"So ఎం కావాలి నీకు ఆనందం కావాలా success కావాలా",NULL,NULL,"So what do you want? Do you want happiness or success?"
54,2765.977078,2766.450761,1,speech,అర్ధమైంది,NULL,NULL,Understood.
55,2767.052083,2770.52954,2,speech,"Success ఉన్న వాళ్ళందరూ ఆనందంగ లేరు ఆనందంగా ఉన్న వాళ్ళు అందరూ success అయినట్టు లె",000000000001,NULL,"Not all successful people are happy, not all happy people are successful."
56,2770.563577,2771.888188,1,speech,"ప్రతి ఒక్కరు relate అవుతారు ఇది [LAUGH]",000001,NULL,"Everyone will be related to this"
57,2772.154812,2773.048286,2,speech,"universal fact కద",NULL,NULL,"Isn't it a universal fact?"
58,2773.048286,2773.357456,1,overlap,NULL,NULL,NULL,NULL
59,2773.357456,2786.314248,1,speech,"అవును and దీనికి related ఇంకో question ఉంది ఆ ఇది ఇది ఈ question ఎన్ని రకాలుగా ఎంతమందిని అడిగినా కూడా ఒక kind of diplomatic answer ఒస్తది నాకు అంటే ఆ what do you call అర్ధం అవ్వి అర్ధం కానట్టు మాట్లాడతారు because it's de depend",000000011100000000000010011111000000010,NULL,"Yes. And there is another question related to this. No matter how many people to ask the question in different ways, they always give a kind of diplomatic answer to me. I mean they talk like they understand and don’t understand. Because it’s depend."
60,2786.314248,2786.95528,2,overlap,NULL,NULL,NULL,NULL
61,2786.95528,2787.519728,2,speech,"Take riskఉ",01,NULL,"Take risk"
62,2787.559438,2788.322437,1,overlap,NULL,NULL,NULL,NULL
63,2788.350801,2800.365899,1,speech,"So ఇది మిమ్మల్ని directగా అడుగుదాం అనుకుంటున్నాను చనువు తీసుకొని అడుగుతున్నాను so ఇప్పుడు అ an average actor ఇప్పుడు ఆ or an average artist in the in industry aspect లో remuneration aspect లో గాని లేకపోతే వాళ్ళ earnings scope ఎంతుందో అనే దాని నుంచి ఒచ్చిన question అనమాట",000000000001000010000001000000000000000000,NULL,"So I want to ask you this directly, the question comes from what is the scope of an average actor's earnings now or remuneration aspect of an average artist in the industry in terms of. Otherwise the question that came from, that is, how much is their earning scope?"
64,2800.377245,2801.012604,1,speech,hmm,1,NULL,
65,2801.032459,2814.684174,1,speech,"ఆ మిమ్మల్ని చిన్నప్పటి నుంచి చూస్తున్నారు చాలా మంది ఇప్పటికి ప్రతి నా నాకు తెలిసి ప్రతి ఒక్క userకి ఆ viewerకి మీ గురుంచి చెప్పాల్సిన అవసరం లేదు ఇప్పుడు Tanikella Bharani గారు in his complete carrier ఇది earn చేసారు అనే దానికి ఎం చెప్పా అంటే ఇంకేం monitored house అనొచ్చు లేకపోతే your స",100000001100000100000000000000000000000000001,NULL,"Many people have been watching you since childhood. I still don't need to tell every single user or viewer about you. Now what to say that Mr. Tanikella Bharani has earned this in his complete career. That is, what else can be called a monitor house, otherwise, yours"
66,2814.684174,2815.112474,2,overlap,NULL,NULL,NULL,NULL
67,2815.112474,2818.391382,2,speech,"దీనికి ఎందుకు చెప్పారు అంటే ఇది మా income tax వాళ్ళు వింటారు",NULL,NULL,"Why don't they say this because this will hear to our income tax department."
68,2818.391382,2820.620813,1,laugh,NULL,NULL,NULL,NULL
69,2820.620813,2822.064553,2,speech,"నువ్ ఇంటికెళ్ళేటప్పటికీ వాళ్ళు ఉంటారు",NULL,NULL,"They will be, when you go home."
70,2822.064553,2824.118125,1,overlap,NULL,NULL,NULL,NULL
71,2824.262783,2825.383171,2,speech,"అయితే ఒకటి",NULL,NULL,"But one"
72,2825.420044,2825.712196,1,overlap,NULL,NULL,NULL,NULL
73,2825.712196,2827.016952,2,speech,"GST వచ్చాక చెప్పొచ్చు ఏంటి తెలుసా",NULL,NULL,"after GST came we can say, you know what?"
74,2827.016952,2827.309104,1,speech,ఆ,1,NULL,
75,2827.309104,2828.171377,2,speech,"మాకు ఇచ్చే ముందే cut చేసి",NULL,NULL,"They cut it before giving to us"
76,2828.171377,2828.713134,1,speech,"Cut చేసేస్తున్నారా",NULL,NULL,"Are you cutting?"
77,2828.713134,2832.962099,2,speech,"ఆ అంచేత అదే బా బా చాలు reasonable అంటే ఎక్కువ కాదు",1001100000,NULL,"So that's enough. Reasonable means nothing more."
78,2832.976281,2833.19185,1,speech,hmm,1,NULL,
79,2833.19185,2836.297736,2,speech,"Reasonably సంపాదించ అంటే i am comfortable now",NULL,NULL,"Reasonably earned  means I'm comfortable now."
80,2836.3573,2838.538512,1,speech,"Ok ఇది కూడా ఒక రకమైన diplomatic ఆన్",0000001,NULL,"Ok, this is also kind of diplomatic"
81,2838.538512,2839.267473,2,overlap,NULL,NULL,NULL,NULL
82,2839.267473,2840.492809,2,speech,"ప్పలేం కదా నేను",100,NULL,"I can’t tell know"
83,2840.518337,2841.14235,1,speech,"ఇప్పుడే అర్ధమైంది అది",NULL,NULL,"Now only understood that"
84,2841.14235,2847.805113,2,speech,"తొన్ తొంబై  కోట్లు సంపాదించాను అనగానే అమ్మనా బడుదై అంటాడు పదిహేను కోట్లు సంప్ ఆ ఎం అది పది",1000000000011100,NULL,"When I say that I have earned ninety crores, he says o my great man. If you earn fifteen crores that is ten"
85,2847.805113,2849.458749,1,overlap,NULL,NULL,NULL,NULL
86,2849.470095,2851.339299,2,speech,"లేదిప్పుడు ఇప్పుడు నాకు అబ్ YouTubeలో",00010,NULL,"No, for me in YouTube now"
87,2851.339299,2851.770436,1,overlap,NULL,NULL,NULL,NULL
88,2851.770436,2852.261138,2,speech,"న్ పెడ్తరు",10,NULL,"Will put"
89,2852.289502,2852.672419,1,speech,hmm,1,NULL,
90,2852.672419,2857.44045,2,speech,"మీరు Tanikella Bharani ఇల్లు చూస్తే shock అన్నాడు చూసా [LAUGH] ఒక ఐదు ఆరు తలబేళ్ళు",0000000010000,NULL,"He said if you see Tanikella Bharani's house, you will be shocked. Saw that, five or six turtles"
91,2857.44045,2857.968025,1,overlap,NULL,NULL,NULL,NULL
92,2857.968025,2860.030107,2,speech,"ఆరు carలు ఉన్నాయి వాడు కాదు నేను shockఉ",0000001,NULL,"There were six cars. Not he, I’m get shocked"
93,2860.030107,2861.448319,1,laugh,NULL,NULL,NULL,NULL
94,2861.448319,2862.305948,1,speech,"ఇప్పుడేం అంటాం",NULL,NULL,"Now what shall we say?"
95,2862.305948,2863.026974,0,noise,NULL,NULL,NULL,NULL
96,2863.063637,2864.517332,2,speech,"free ఎ [LAUGH]",00011,NULL,"Now what we say I am free."
97,2864.593915,2866.758108,0,noise,NULL,NULL,NULL,NULL
98,2867.013386,2868.848553,1,speech,"అది అంటే వింటుంటాం కదా uncle ఇదా",000100,NULL,"That is, it means, will used to listen uncle, is this"
99,2868.848553,2872.011167,2,speech,"ఏయ్ ఇవి అన్ని ఎయ్ కోట్లు కోట్లు సంపాదించేసాడు అవన్నీ అ",100111001,NULL,"All these he earns crores, all of this"
100,2872.011167,2872.41394,1,speech,"ఇలాంటివి రోజుకి",NULL,NULL,"Something like this per day"
101,2872.41394,2874.725627,1,overlap,NULL,NULL,NULL,NULL
102,2874.949704,2877.973334,2,speech,"మీరు వింటున్న దాన్ని సగం తీసి అవతల పడై అప్పుడైనా సరే",NULL,NULL,"It's okay to skip half of what you're listening to"
103,2877.984679,2878.455526,1,speech,hmm,1,NULL,
104,2878.517927,2880.05527,2,speech,"మంచినైనా సరే చెడునైన సరే",NULL,NULL,"Even Good or even bad"
105,2880.05527,2880.656592,1,speech,"Two weeks సీసీ ఆర్",NULL,NULL,"Two weeks CCR"
106,2880.656592,2881.121766,2,speech,ఆ,1,NULL,
107,2881.121766,2881.921638,1,overlap,NULL,NULL,NULL,NULL
108,2881.950002,2883.725604,2,speech,"ఆ అంతే",10,NULL,"That's it."
109,2883.765314,2884.281544,1,laugh,NULL,NULL,NULL,NULL
110,2884.281544,2885.115453,2,speech,"నిజ జీవితం లో",NULL,NULL,"In real life"
111,2885.166508,2885.665719,1,cough,NULL,NULL,NULL,NULL
112,2885.682738,2886.414535,2,overlap,NULL,NULL,NULL,NULL
113,2886.414535,2894.685552,2,speech,"ఇంకా greatest point చెప్తా బాగా డబ్బున్న వాడు అనుకో నా దగ్గర ఏముంది అండి మన్ను అంటాడు ఎవడైనా aframed",NULL,NULL,"Let me tell you the greatest point, a rich man says that what I have, is dust. Whoever aframed"
114,2894.696898,2895.213127,1,overlap,NULL,NULL,NULL,NULL
115,2895.224473,2897.147569,2,speech,"ఎం లేని నాడు ఆ building మనదే Boss",NULL,NULL,"The day when there is nothing, that building is our boss."
116,2897.147569,2898.168682,1,laugh,NULL,NULL,NULL,NULL
117,2898.355886,2899.530166,2,speech,"నేను అ మొన్ననే అమ్మేస",0100,NULL,"I sold two days before"
118,2899.530166,2900.256291,1,overlap,NULL,NULL,NULL,NULL
119,2900.931361,2902.253135,2,speech,"అది human psychology",NULL,NULL,"That is human psychology."
120,2902.253135,2902.854457,1,speech,hmm,1,NULL,
121,2902.854457,2904.953412,2,speech,"లేను అన్న feeling ఉన్నవాడికి",NULL,NULL,"For the one who has the feeling that there is no"
122,2904.953412,2905.28811,1,overlap,NULL,NULL,NULL,NULL
123,2905.28811,2912.356482,2,speech,"త మనదే అంటాడు ఉన్నదాన్ని ఇమా ఆ గాబుకున్న ఉందంటే ఈడు స సాయంత్రం వస్తాడేమో అని చెప్పి అప్పులున్నాయి అన్న అంటాడు",10001100010000000,NULL,"He says whatever there is ours. He says that he has debts if he will come in the evening if he has asked what he has"
124,2912.384846,2926.731486,1,speech,"Hmm ఇప్పుడు అ మనం ఇందాక Matru Devo Bhava  movie లో మీ character గురుంచి మాట్లాడం కదా దాని related question ఎ అనుకోండి actually అది నా mind లో ఉంది అది కూడా అడుగుదాం అనుకున్న మీరు చెప్పేసారు కాబట్టి ఆ character మీరు చేయకు చేయకపోతే బాగుండేది అని feeling  ఏమైనా అప్పుడైనా",101000000000000000010000000000000000000000000,NULL,"Now we talked about your character in Mathrudevobhava movie. It's a related question to that, actually it's in my mind when I about to ask that you told it already. So do you have any thought about that It would have been better if you didn't do that character"
125,2926.731486,2928.921206,2,speech,"ఏమి లేదు నాకు ఐ negative characters చాలా ఇస్",00010001,NULL,"Nothing, For me negative characters a lot"
126,2928.921206,2932.407173,1,speech,"చ That's great అయితే ఇవి చేయకుంటే బాగుంటది అని ఇంకేమైనా character ఉందా మీకు మీ",1000000000001,NULL,"That's great,but Do you have any character that would be better off not doing this?"
127,2932.407173,2933.2269,2,overlap,NULL,NULL,NULL,NULL
128,2933.2269,2935.839248,2,speech,"ఒకసారి ఆ ఆ ఉంది గాని ఆ చేయాల్సి వచ్చింది",01100100,NULL,"There was one, but it had to be done"
129,2935.975396,2936.216492,1,speech,hmm,1,NULL,
130,2936.216492,2937.847437,2,speech,"కొజ్జా character నాకు పెద్ద ఇష్టం ఉండదు",NULL,NULL,"I don't like impotent character much."
131,2938.031804,2938.39203,1,speech,Okay,NULL,NULL,Ok.
132,2938.39203,2942.155967,2,speech,"ఎందుకు అంటే ఒక అ body shamingఉ gender ని వేళాకోళం చేయడం ఎందుకన్",00010100000,NULL,"Because why to make fun of body shaming and gender."
133,2942.155967,2942.592776,1,overlap,NULL,NULL,NULL,NULL
134,2942.754453,2948.719455,2,speech,"కొజ్జా కొజ్జా character గా వేసి hmm భయపెట్టిన characters ఉన్నారు Hindiలో",1100010000,NULL,"By playing impotent character, scary characters are there in hindi."
135,2948.719455,2949.329287,1,overlap,NULL,NULL,NULL,NULL
136,2949.329287,2953.776802,2,speech,"Hmm ఏదో అం America Amarpurka",10110,NULL,"Something Amarpurka"
137,2953.776802,2953.935642,1,overlap,NULL,NULL,NULL,NULL
138,2953.935642,2956.278529,2,speech,"Sada Shiva Amarpurka కొజ్జా వేషం వేసి భయపెట్టాడు",NULL,NULL,"Sada Siva Amarpurika scared us by playing impotent character."
139,2956.462897,2956.913888,1,speech,hmm,1,NULL,
140,2956.956435,2957.64285,2,speech,భయవేసింది,NULL,NULL,"I am Scared."
141,2957.693905,2958.091005,1,speech,hmm,1,NULL,
142,2958.14206,2962.796634,2,speech,"అంత చేయగలిగితే అవదు ఒక రెండు మూడు sceneలు కొజ్జా వేషం వేసా అది ఇది కొంచం sound నాకు",000000000001000,NULL,"If I can do that, then two or three scenes of being impotent is a bit of a sound to me."
143,2962.796634,2963.12566,1,speech,ఎక్కలేదు,NULL,NULL,"Did not enter"
144,2963.12566,2968.696399,2,speech,"అభా ఎందుకు చెయ్యవు నేను అన్ను కూడా ఎందుకయ్యా నా చేత లెవ్ sir sir ఒక్క  క్షణం నేను Ali అనుకుంట బహుశా",1000000001100000000,NULL,"Why don't you do it? Even if I say, Why me? Sir, just a minute, I think Ali may be"
145,2968.696399,2969.039607,1,speech,అచచ,1,NULL,
146,2969.039607,2969.283539,2,overlap,NULL,NULL,NULL,NULL
147,2969.283539,2973.677162,2,speech,"ఇద్దరం so అది ఒకటి నాకు చేయకపోతే బాగుండేది అనిపించింది",NULL,NULL,"Both of us. so I thought it would be better if I didn't do that one"
148,2973.82182,2978.061327,0,noise,NULL,NULL,NULL,NULL
149,2978.061327,2984.782765,1,speech,"నేవి~ ఆ ఈ question ఎవరినడగాలో ఏంటో నాకు తెలియదు but definitely ఇది మల్లి మల్లి అడుగుతునే ఉంటా but ఈ meditation అనే ఒక concept ఉంటుంది కదా",11000000000110000000000,NULL,"I don't know whom to ask this question but I keep asking it again and but there is a concept called meditation"
150,2984.880531,2997.290403,1,speech,"ఆ దాని గురుంచి మీ thought process ఏంటి అసలు meditation అయ్యేటట్టు thought process ఎలా ఉంటుంది లేకపోతే ఏంటి డా మేడి మేడి because most under rated అనిపిస్తది నాకు ఎంత లేపి చెప్పిన కూడా మాలాంటి yo youngsters కి చాలా underrated అది so మీ thought process ఏంటి దానిమీద",100000000000000011100000000000100000000000,NULL,"What is your thought process about it? What is the thought process for actual meditation? Otherwise what? Because it seems most underrated to me, even though it has been said with more hype. No matter how much you say, it is very underrated for youngsters like us. So what is your thought process on that?"
151,2998.03071,3000.597675,2,speech,"Meditationని Teluguలో ధ్యానం అంటారు",NULL,NULL,"Meditation is called "Dhyanam" in Telugu."
152,3000.699787,3001.250053,1,speech,hmm,1,NULL,
153,3001.79181,3004.753039,2,speech,"Hmm ధ్యానం ధి అంటే brain",10100,NULL,"Meditation means brain"
154,3004.911878,3005.396907,1,speech,hmm,1,NULL,
155,3005.52171,3006.557005,2,speech,"ధ్యానం అంటే ప్రయాణం",NULL,NULL,"Meditation means journey."
156,3006.653444,3007.249093,1,speech,hmm,1,NULL,
157,3007.36255,3015.341414,2,speech,"ఇది ఈ brain యొక్క ప్రయాణం ధ్యానం ఈ ధ్యానమే అ Japan కెళ్ళి Zen",000000001000,NULL,"This is the journey of this brain is meditation.This meditation that went to Japan and became Zen"
158,3015.772551,3016.532713,1,speech,Okay,NULL,NULL,Ok.
159,3016.561077,3038.617121,2,speech,"అదే ధ్యానం ధ్యానం అంటే when you open eye your eyes see god in creation when you close your eyes ఆ అది ఆ ఏవిటంటే మా ఆ కళ్ళు when you close your eyes",0110000100000000000101011100000,NULL,"That is meditation. Meditation means when you open your eyes,see god in creation.When you close your eyes that is"
160,3038.696541,3039.388629,1,speech,hmm,1,NULL,
161,3039.468049,3042.576771,0,noise,NULL,NULL,NULL,NULL
162,3042.644845,3044.709763,2,speech,"అది ఏదో మరిచిపోయాను quotation అది చాలా బాగుండేది",NULL,NULL,"I forgot a quote that would have been great."
163,3044.709763,3045.027442,1,speech,Okay,NULL,NULL,Ok.
164,3045.095517,3045.373486,1,overlap,NULL,NULL,NULL,NULL
165,3045.373486,3051.471801,2,speech,"పీకే~ ఆ అంటే focusing on everything",010000,NULL,"PK means focus on everything."
166,3051.471801,3052.050432,1,speech,hmm,1,NULL,
167,3052.322729,3053.236057,2,speech,"అది ధ్యానం",NULL,NULL,"That is meditation."
168,3053.236057,3053.661521,1,overlap,NULL,NULL,NULL,NULL
169,3053.661521,3056.004409,2,speech,"Actualగ ఎంతో మంది చేసిన ఇలా కూర్చొని కూర్చుంటారు కదా",00000100,NULL,"Actually a lot of people have done sitting like this"
170,3056.004409,3056.378817,1,speech,hmm,1,NULL,
171,3056.378817,3063.770541,2,speech,"కళ్ళు మూసుకొని అమ్మానియమ్మ ఇవాళ miss అయ్యాను సాయంత్రం వాడు వస్తానని వాడ్ని ఎట్లాగొట్టాలి ఇవే వస్తుంటాయి మొత్తం",00100000000000,NULL,"I closed my eyes and missed today.He said that he would come in the evening,How to hit him, these are the things coming overall"
172,3063.798906,3064.196005,1,speech,అవును,NULL,NULL,Yes.
173,3064.196005,3065.177408,2,speech,"ధ్యానం అనేది",NULL,NULL,"Meditation is"
174,3065.177408,3065.89786,1,overlap,NULL,NULL,NULL,NULL
175,3065.907788,3069.942603,2,speech,"ఒకవేళ ఎవడికైనా ఒదిలితే టింగ్ అని ఒక్క క్షణం ఒళ్ళు జలదరింపు లాంచి వెళ్లొచ్చు",NULL,NULL,"If anyone leaves it, goosebumps may go for a moment"
176,3070.01635,3070.183699,1,overlap,NULL,NULL,NULL,NULL
177,3070.183699,3073.351986,2,speech,"యుగ యుగ యుగ యుగాలు చేసిన workout కాదు",1110000,NULL,"It is not the workout that's been done for ages and ages"
178,3073.394533,3073.743413,1,speech,hmm,1,NULL,
179,3073.754759,3077.89594,2,speech,"అందుకనే packed focusing అంటే living in presence అంటారు అం",000000001,NULL,"That is why packed focusing is called living in presence."
180,3077.89594,3078.48308,1,overlap,NULL,NULL,NULL,NULL
181,3078.820614,3083.384423,2,speech,"ఎప్పుడైనా సరే ఛాయ్ తాగుతున్నప్పుడు tea నేను తాగుతున్న అనుకొం మనం",NULL,NULL,"Whenever we drink tea, we don't think we are drinking tea."
182,3083.432642,3083.994254,1,speech,hmm,1,NULL,
183,3084.564376,3094.003999,2,speech,"ఇప్పుడూ కైనిటంల చల్ల మంచు కురుస్తుంటే tea తాగినం అభభభ దీని గురుంచి మాట్లాడాడు so అన్నం తింటున్నప్పుడు so ఏది చేస్తునప్పుడూ అది చెయ్",0000000100000000001,NULL,"Now if it is snowing in nainital, we drank a tea.he talk about it.so while eating food,so whatever you are doing, that is"
184,3094.003999,3094.545757,1,overlap,NULL,NULL,NULL,NULL
185,3094.545757,3095.785275,2,speech,"Meditation simple అది",NULL,NULL,"Meditation is simple that is"
186,3095.785275,3096.525582,1,speech,"Right right right",111,NULL,Right.
187,3096.647548,3097.583568,2,speech,"జంతువులు అదే చేస్తాయ్",NULL,NULL,"Animals do the same."
188,3097.827501,3098.182054,1,speech,హ్హ,1,NULL,
189,3098.338057,3106.643111,2,speech,"జంతువులు ఒక గింజ ఏరుతుంటే గింజనే focus చేస్తుంటాయి ఒక సింహం ఒక పులి జింక ని వేటాడేటప్పుడు దాని focus అలాగే ఉంటాది",NULL,NULL,"Animal focus on a seed when it is rising. A lion and tiger focus is the same when they hunting a deer."
190,3106.69133,3107.006173,1,speech,hmm,1,NULL,
191,3107.006173,3112.358508,2,speech,"అది అది తిన్నాక relaxation ఇంకా అది అది అది ముందు నుంచి లక్ష జింకలు బినలేదు",1100011100000,NULL,"Relaxation after eating it, it has not eaten a million deer since before"
192,3112.406727,3113.121506,1,overlap,NULL,NULL,NULL,NULL
193,3113.200926,3118.924833,2,speech,"దాసుకుంటాం ఈ problem of మానసిక క్షోభ ఏవిటంటే మనకి రేపటికి ఎల్లుండికి మన",NULL,NULL,"We will hide.This problem of mental stress that is to us for tomorrow,for day after tomorrow we"
194,3118.924833,3119.409861,1,overlap,NULL,NULL,NULL,NULL
195,3119.409861,3124.824598,2,speech,"లోడెప్పుడు నువ్వే సంపాదించాలి అక్కర్లేదు గా actually నీకు నీ నీకు నీ భార్య కి సంపాదించాలి ఇవాళ భార్యలు కూడా సంపాదిస్తున్నారు",10000011110000000,NULL,"Sometimes you don't have to earn it yourself, actually you have to earn it for your wife, nowadays wives are also earning."
196,3124.824598,3125.170641,1,speech,hmm,1,NULL,
197,3125.170641,3128.302055,2,speech,"చాలు నీ పిల్లలకి బాధ్యత నీది మనవడి బాధ్యత నీది కాదే",NULL,NULL,"Enough. Your child's responsibility is yours, grandchild responsibility is not yours"
198,3128.316237,3128.650935,1,speech,అవును,NULL,NULL,Yes.
199,3128.6793,3134.720886,2,speech,"But సంపాదిస్తాం రూప కోట్లు కోట్లు కోట్లు కోట్లు కోట్లు సంపాదించినా వాళ్ళు అందరూ ఎక్కడ ఉంటున్నారు",0011111100000,NULL,"But people who earn crores, where do they stay?"
200,3134.857034,3136.252555,1,laugh,NULL,NULL,NULL,NULL
201,3136.309284,3144.991582,2,speech,"అదీ ఇందాక అన్న నీకు డబ్బేగా డబ్బే meter అయినప్పుడు ఒ నా quotation ఉంది డబ్బు చొప్పులాంటిది",00001000100000,NULL,"That is what I said earlier, When money matters to you, there is my  quotation, money is like a sandal"
202,3145.204314,3145.584395,1,speech,hmm,1,NULL,
203,3145.584395,3149.583755,2,speech,"అంటే నీ చొప్పు numberఉ ఏడు అనుకో ఎనిమిది అయినా కరుస్తది",000100000,NULL,"Means If you think your shoe size is seven, even eight will bite."
204,3149.884416,3150.480065,1,speech,అవును,NULL,NULL,Yes.
205,3150.596358,3154.127708,2,speech,"ఆరు అయినా కరుస్తది కరుస్తది తక్కువ అయినా కరుస్తది ఎక్ అందుకని limited",0011000100,NULL,"It will bite if it is six, even less will also bite. So limited"
206,3154.201455,3154.941762,1,speech,hmm,1,NULL,
207,3154.950271,3157.208066,2,speech,"అందుకనే అందుకనే నాకు మధ్య తరగతి",11000,NULL,"That's why for me, middle class"
208,3157.409452,3158.229179,1,overlap,NULL,NULL,NULL,NULL
209,3158.229179,3159.511243,2,speech,"విధానం అంటే నాకు చాలా ఇష్టం",NULL,NULL,"Approach is what I like the most."
210,3159.519753,3164.707575,1,speech,"చాలా సార్లు చూసా ఆ మాట మీ దగ్గర నుంచి [COUGH] చాలా మంచిగానిపించి మీరు meditation గురుంచి చెప్పిన దాని బట్టి అది",000000001000000000,NULL,"After seeing so many times that word from you, it’s so good. According to what you have said about meditation, that is"
211,3164.761467,3165.138711,2,overlap,NULL,NULL,NULL,NULL
212,3165.138711,3166.761147,2,speech,"Least practice focus",NULL,NULL,"Least practice focus"
213,3166.789511,3167.302904,1,overlap,NULL,NULL,NULL,NULL
214,3167.390833,3170.51941,2,speech,"మనం ఏదైనా తింటున్నాం అటే చూడు ఏదైనా చూస్తున్నాం దాన్నే చూడు",NULL,NULL,"Look at what we are eating and look at what we are seeing."
215,3170.51941,3170.919346,1,overlap,NULL,NULL,NULL,NULL
216,3170.919346,3179.61299,2,speech,"సూర్యోదయం చూడు ఒక పువ్వు వికసించడం చూడు మనం సూర్యోదయం చూస్తే ఇంకోటి ఏదో అది problem ఏంటంటే we either we live in past or",NULL,NULL,"Watch the sunrise, watch a flower bloom, if we see the sunrise, something else, what is the problem is we either we live in past or"
217,3179.740629,3180.225658,1,overlap,NULL,NULL,NULL,NULL
218,3180.234167,3180.54901,1,speech,hmm,1,NULL,
219,3180.54901,3181.445321,2,speech,"Not in presence",NULL,NULL,"Not in presence."
220,3181.445321,3181.873621,1,speech,అర్ధమైంది,NULL,NULL,Understood.
221,3181.873621,3183.72297,2,speech,"When you live in presence it is meditation",NULL,NULL,"When you live in presence it is meditation."
1,3183.84731,3197.180199,1,speech,"అర్ధమైంది and yeah పా మీ అంటే [COUGH] ప్రతీ ప్రతి podcast లో నేను ఒక రెండు questions అడుగుతాను అనమాట last lo ఒకటి ఏంటంటే నాకు personal గా మీ side నుంచి ఏమైనా suggestion అది దేని గురుంచి అయినా అవ్వొచ్చు ఇప్పుడు podcast లాంటివి చేస్తున్న దాని మల్లి ఆ",00111111000000000000000000000000000000001,NULL,"Understood and I ask two questions in every podcast. One of the last things is that I want a personal suggestion from your side, it could be about anything, now doing something like a podcast that again"
2,3197.216861,3206.230006,1,speech,"community తెలుగు community నే build చేదాం అని నేను ఆ ఈ మాట మాట్లాడతా అనమాట తెలుగోల్ల మందారం కలిసి noise చేద్దాం boss ఎవడు ఎందుకు ఇనిపించుకోడో చూద్దాము అనీ open mics లాంటివి conduct చేస్తా ఉంట start",1000000010000000001000000000000,NULL,"I supposed to talk about to build Telugu community, let's all the Telugu people make noise together and let's see why someone likes it and start conducting open mics"
3,3206.230006,3206.612923,2,overlap,NULL,NULL,NULL,NULL
4,3206.612923,3207.029878,1,speech,"అనుకోసం చేస్తే",NULL,NULL,"If accidentally done"
5,3207.029878,3208.748751,2,speech,"So ప్రతిసారి okay నేను చెప్పేస్తా",NULL,NULL,"So every time I say ok"
6,3208.748751,3209.287672,1,overlap,NULL,NULL,NULL,NULL
7,3209.877649,3214.276945,2,speech,"ప్రతిసారి Teluguలో చాలా ప్రతిభావంతులు",NULL,NULL,"Every time. Many talented people in Telugu."
8,3214.390402,3214.91514,1,overlap,NULL,NULL,NULL,NULL
9,3215.573191,3217.567198,2,speech,"ఆ Yellapragada Subbarow",100,NULL,"Yellapragada Subbarow."
10,3217.649454,3217.964298,1,speech,hmm,1,NULL,
11,3218.012517,3229.267453,2,speech,"ఓ ఆయనా Ayurveda నుంచి medicine తీసుకొని London ఎల్లి ఆ tetracycline లాంటిది అనుకుంట అది ఇంకా correct ఏమో కనిపెట్టి",10000000100000000,NULL,"He took medicine from Ayurveda and went to London, I think it is like tetracycline that find out what's right"
12,3229.307163,3229.721281,1,speech,hmm,1,NULL,
13,3229.738299,3232.861204,2,speech,"కోట్లు సంపాదించి అక్కడే ఇప్ తెలుగు వాడు",000100,NULL,"The Telugu guy earned crores there"
14,3233.076772,3233.61002,1,speech,hmm,1,NULL,
15,3233.61002,3237.495923,2,speech,"అతనూ ఆ ఎర్రపుడ square ఉంటుంది Londonలో",110000,NULL,"There is a Red Square in London"
16,3237.495923,3237.858985,1,speech,hmm,1,NULL,
17,3237.907204,3241.696669,2,speech,"అలంటి వాడు ఒక మహానుభావుడు Telugu వాళ్ళు గురించి ఒకసారి స్మరించుకొని ముందో",1110000001,NULL,"A great man remembered about our Telugu people"
18,3241.696669,3242.139151,1,overlap,NULL,NULL,NULL,NULL
19,3242.139151,3242.476686,1,speech,"Right right",01,NULL,Right
20,3242.485195,3245.925779,2,speech,"అతను photo చూపించి చిన్న అతని గురుంచిన నాలుగు lineలు",NULL,NULL,"He showed a photo and a little four lines about him."
21,3245.965489,3246.54412,1,speech,Definitely,NULL,NULL,Definitely
